8 degree,,,15 degree,,,45 degree,,,90 degree,,
Extension (mm),Load (N),N.mm,Extension (mm),Load (N),N.mm,Extension (mm),Load (N),N.mm,Extension (mm),Load (N),N.mm
0.36341,4.82,0.001928,0.36282,3.4,0.0017,,,,,,
0.36381,4.78,0.001912,0.36332,3.32,0.001328,,,,,,
0.36421,4.7,0.00188,0.36372,3.23,0.001292,,,,,,
0.36461,4.66,0.001864,0.36412,3.32,0.001328,,,,,,
0.36501,4.51,0.002255,0.36452,3.31,0.001655,,,,,,
0.36551,4.58,0.001832,0.36502,3.45,0.00138,,,,,,
0.36591,4.65,0.00186,0.36542,3.32,0.001328,,,,,,
0.36631,4.54,0.00227,0.36582,3.31,0.001655,,,,,,
0.36681,4.66,0.001864,0.36632,3.28,0.001312,,,,,,
0.36721,4.64,0.001856,0.36672,3.2,0.0016,,,,,,
0.36761,4.58,0.00229,0.36722,3.21,0.001284,,,,,,
0.36811,4.42,0.001768,0.36762,3.14,0.001256,,,,,,
0.36851,4.38,0.001752,0.36802,3.19,0.001595,,,,,,
0.36891,4.54,0.001816,0.36852,3.18,0.001272,,,,,,
0.36931,4.3,0.00215,0.36892,3.15,0.001575,,,,,,
0.36981,4.38,0.001752,0.36942,3.05,0.00122,,,,,,
0.37021,4.44,0.001776,0.36982,2.85,0.00114,,,,,,
0.37061,4.44,0.001776,0.37022,2.96,0.001184,,,,,,
0.37101,4.29,0.001716,0.37062,3.21,0.001605,,,,,,
0.37141,4.41,0.001764,0.37112,3.02,0.001208,,,,,,
0.37181,4.11,0.001644,0.37152,3.07,0.001228,,,,,,
0.37221,4.18,0.001254,0.37192,2.9,0.00116,,,,,,
0.37251,4.21,0.002105,0.37232,3.05,0.00122,,,,,,
0.37301,4.36,0.001744,0.37272,3.03,0.001212,,,,,,
0.37341,4.34,0.001736,0.37312,3.05,0.00122,,,,,,
0.37381,4.24,0.001696,0.37352,3,0.0012,,,,,,
0.37421,4.38,0.001752,0.37392,2.86,0.001144,,,,,,
0.37461,4.47,0.001788,0.37432,2.99,0.001495,,,,,,
0.37501,4.13,0.001239,0.37482,2.82,0.001128,,,,,,
0.37531,4.19,0.001676,0.37522,2.8,0.00084,,,,,,
0.37571,4.18,0.001672,0.37552,2.88,0.00144,,,,,,
0.37611,4.08,0.001632,0.37602,2.82,0.001128,,,,,,
0.37651,4.18,0.00209,0.37642,2.75,0.0011,,,,,,
0.37701,3.95,0.00158,0.37682,2.73,0.001092,,,,,,
0.37741,3.99,0.001596,0.37722,2.65,0.00106,,,,,,
0.37781,3.9,0.00156,0.37762,2.66,0.001064,,,,,,
0.37821,2.87,0.000861,0.37802,2.48,0.000992,,,,,,
0.37851,2.97,0.001485,0.37842,2.48,0.000744,,,,,,
0.37901,2.85,0.00114,0.37872,2.5,0.001,,,,,,
0.37941,2.73,0.001092,0.37912,2.46,0.000984,,,,,,
0.37981,2.59,0.001036,0.37952,2.48,0.000992,,,,,,
0.38021,2.52,0.001008,0.37992,2.54,0.00127,,,,,,
0.38061,2.74,0.001096,0.38042,2.42,0.00121,,,,,,
0.38101,2.3,0.00092,0.38092,2.4,0.0012,,,,,,
0.38141,2.34,0.00117,0.38142,2.47,0.001235,,,,,,
0.38191,2.3,0.00092,0.38192,2.45,0.00098,,,,,,
0.38231,2.2,0.00088,0.38232,2.27,0.000908,,,,,,
0.38271,2.25,0.0009,0.38272,2.33,0.000932,,,,,,
0.38311,2.1,0.00105,0.38312,2.36,0.000944,,,,,,
0.38361,1.84,0.000736,0.38352,2.11,0.000844,,,,,,
0.38401,1.88,0.00094,0.38392,2.41,0.001205,,,,,,
0.38451,2.06,0.00103,0.38442,2.39,0.000956,,,,,,
0.38501,2.03,0.000812,0.38482,2.2,0.0011,,,,,,
0.38541,2.01,0.000804,0.38532,2.29,0.000916,,,,,,
0.38581,2.02,0.00101,0.38572,2.28,0.000912,,,,,,
0.38631,2.02,0.000808,0.38612,2.23,0.001115,,,,,,
0.38671,1.91,0.000764,0.38662,2.29,0.000916,,,,,,
0.38711,2.06,0.000824,0.38702,2.32,0.000928,,,,,,
0.38751,2.01,0.000804,0.38742,2.21,0.000884,,,,,,
0.38791,1.99,0.000796,0.38782,2.24,0.000896,,,,,,
0.38831,2.04,0.00102,0.38822,2.19,0.000876,,,,,,
0.38881,1.88,0.000752,0.38862,2.08,0.00104,,,,,,
0.38921,1.95,0.00078,0.38912,2.23,0.000892,,,,,,
0.38961,1.92,0.000768,0.38952,2.2,0.00066,,,,,,
0.39001,1.86,0.000744,0.38982,2.04,0.000816,,,,,,
0.39041,1.8,0.00072,0.39022,2.05,0.00082,,,,,,
0.39081,1.83,0.000732,0.39062,2.22,0.00111,,,,,,
0.39121,1.66,0.000498,0.39112,2.06,0.000824,,,,,,
0.39151,1.75,0.0007,0.39152,2.14,0.000856,,,,,,
0.39191,1.72,0.000688,0.39192,1.93,0.000772,,,,,,
0.39231,1.94,0.00097,0.39232,2.23,0.000892,,,,,,
0.39281,1.64,0.000656,0.39272,2.26,0.000904,,,,,,
0.39321,1.77,0.000708,0.39312,2.06,0.000824,,,,,,
0.39361,1.81,0.000724,0.39352,2.07,0.000621,,,,,,
0.39401,1.77,0.000708,0.39382,1.97,0.000788,,,,,,
0.39441,1.55,0.00062,0.39422,2.05,0.001025,,,,,,
0.39481,1.56,0.000624,0.39472,1.99,0.000796,,,,,,
0.39521,1.56,0.000624,0.39512,2.08,0.000832,,,,,,
0.39561,1.74,0.000696,0.39552,1.98,0.000792,,,,,,
0.39601,1.69,0.000676,0.39592,1.99,0.000796,,,,,,
0.39641,1.67,0.000668,0.39632,2.22,0.000888,,,,,,
0.39681,1.57,0.000628,0.39672,2.1,0.00084,,,,,,
0.39721,1.6,0.00064,0.39712,1.99,0.000995,,,,,,
0.39761,1.61,0.000805,0.39762,1.99,0.000796,,,,,,
0.39811,1.54,0.00077,0.39802,2.09,0.000836,,,,,,
0.39861,1.64,0.000656,0.39842,2.09,0.000836,,,,,,
0.39901,1.55,0.00062,0.39882,1.99,0.000796,,,,,,
0.39941,1.48,0.00074,0.39922,1.99,0.000796,,,,,,
0.39991,1.55,0.00062,0.39962,2.06,0.00103,,,,,,
0.40031,1.44,0.000576,0.40012,1.91,0.000764,,,,,,
0.40071,1.57,0.000785,0.40052,1.93,0.000965,,,,,,
0.40121,1.48,0.000592,0.40102,1.99,0.000796,,,,,,
0.40161,1.45,0.000725,0.40142,1.77,0.000708,,,,,,
0.40211,1.41,0.000564,0.40182,1.91,0.000955,,,,,,
0.40251,1.59,0.000636,0.40232,1.92,0.000768,,,,,,
0.40291,1.36,0.00068,0.40272,1.91,0.000764,,,,,,
0.40341,1.64,0.000656,0.40312,1.94,0.00097,,,,,,
0.40381,1.5,0.0006,0.40362,1.85,0.00074,,,,,,
0.40421,1.24,0.000496,0.40402,1.89,0.000756,,,,,,
0.40461,1.41,0.000564,0.40442,1.89,0.000756,,,,,,
0.40501,1.5,0.0006,0.40482,1.89,0.000756,,,,,,
0.40541,1.4,0.00042,0.40522,1.97,0.000985,,,,,,
0.40571,1.42,0.000568,0.40572,1.82,0.000728,,,,,,
0.40611,1.39,0.000556,0.40612,2,0.0006,,,,,,
0.40651,1.35,0.00054,0.40642,1.86,0.000744,,,,,,
0.40691,1.39,0.000695,0.40682,1.89,0.000945,,,,,,
0.40741,1.37,0.000548,0.40732,1.82,0.000728,,,,,,
0.40781,1.46,0.00073,0.40772,1.86,0.000558,,,,,,
0.40831,1.41,0.000564,0.40802,1.79,0.000716,,,,,,
0.40871,1.45,0.00058,0.40842,1.86,0.000744,,,,,,
0.40911,1.42,0.000568,0.40882,1.77,0.000885,,,,,,
0.40951,1.37,0.000411,0.40932,1.86,0.000744,,,,,,
0.40981,1.57,0.000628,0.40972,1.75,0.0007,,,,,,
0.41021,1.39,0.000556,0.41012,1.81,0.000724,,,,,,
0.41061,1.42,0.00071,0.41052,1.9,0.00076,,,,,,
0.41111,1.43,0.000572,0.41092,1.83,0.000732,,,,,,
0.41151,1.59,0.000159,0.41132,1.78,0.000712,,,,,,
0.41161,1.12,,0.41172,1.71,0.000684,,,,,,
,,,0.41212,1.8,0.00072,,,,,,
,,,0.41252,1.69,0.000676,,,,,,
,,,0.41292,1.88,0.000752,,,,,,
,,,0.41332,1.91,0.000764,,,,,,
,,,0.41372,1.82,0.000728,,,,,,
,,,0.41412,1.95,0.00078,,,,,,
,,,0.41452,1.94,0.00097,,,,,,
,,,0.41502,1.66,0.000664,,,,,,
,,,0.41542,1.83,0.000732,,,,,,
,,,0.41582,1.6,0.00064,,,,,,
,,,0.41622,1.83,0.000732,,,,,,
,,,0.41662,1.75,0.000875,,,,,,
,,,0.41712,1.74,0.00087,,,,,,
,,,0.41762,1.65,0.00066,,,,,,
,,,0.41802,1.6,0.00064,,,,,,
,,,0.41842,1.73,0.000692,,,,,,
,,,0.41882,1.75,0.000875,,,,,,
,,,0.41932,1.64,0.000656,,,,,,
,,,0.41972,1.67,0.000835,,,,,,
,,,0.42022,1.64,0.000656,,,,,,
,,,0.42062,1.72,0.000688,,,,,,
,,,0.42102,1.72,0.000688,,,,,,
,,,0.42142,1.6,0.0008,,,,,,
,,,0.42192,1.53,0.000612,,,,,,
,,,0.42232,1.71,0.000684,,,,,,
,,,0.42272,1.57,0.000471,,,,,,
,,,0.42302,1.61,0.000644,,,,,,
,,,0.42342,1.54,0.000616,,,,,,
,,,0.42382,1.69,0.000676,,,,,,
,,,0.42422,1.62,0.000648,,,,,,
,,,0.42462,1.4,0.00056,,,,,,
,,,0.42502,1.61,0.000644,,,,,,
,,,0.42542,1.56,0.000624,,,,,,
,,,0.42582,1.52,0.00076,,,,,,
,,,0.42632,1.53,0.000612,,,,,,
,,,0.42672,1.56,0.000624,,,,,,
,,,0.42712,1.55,0.00062,,,,,,
,,,0.42752,1.53,0.000612,,,,,,
,,,0.42792,1.5,0.0006,,,,,,
,,,0.42832,1.54,0.000616,,,,,,
,,,0.42872,1.53,0.000612,,,,,,
,,,0.42912,1.54,0.000462,,,,,,
,,,0.42942,1.3,,,,,,,
